"Guid","CurrencyIsoCode","SBQQ__IsRead__c","SBQQ__JobDetails__c","SBQQ__JobId__c","SBQQ__JobStatus__c","SBQQ__RecordId__c","SBQQ__RedirectUrl__c","SBQQ__Stacktrace__c"
538dd787-6726-437c-88a6-85275faf458f,USD,false,"#N/A",7073h00000bxoG1,Completed,a0l1I0000099QVRQA2::QuoteCalculator,"#N/A","#N/A"
53905db6-48f1-4934-bf0f-a8bf536aa776,USD,false,"#N/A",7073h00000bxogE,"#N/A",8011I000002ciwhQAA::OrderCalculator,"#N/A","#N/A"
53990648-46c1-45d7-9522-94a3e038b99d,USD,false,"#N/A",7073h00001KHSJ8,"#N/A",a0l3h000000vrVxAAI::QuoteCalculator,"#N/A","#N/A"
5399dac8-41e8-4a1e-bbfe-cd0606782271,USD,false,"#N/A",7073h00000bxoZ1,Completed,a0l1I00000A1nYIQAZ::QuoteCalculator,"#N/A","#N/A"
539b0240-7de6-4fa9-ba02-fe906e68aa4e,USD,false,"#N/A",7073h00000bxoGM,Completed,a0l1I0000099TPSQA2::QuoteCalculator,"#N/A","#N/A"
53b18fc0-4228-443d-8171-e19182173942,USD,false,"#N/A",7073h00000bxpNE,"#N/A",a0l1I00000CR3bvQAD::QuoteCalculator,"#N/A","#N/A"
53b4c6fe-b2f4-4947-9032-4a8438dbe33e,USD,false,"#N/A",7073h00000bxo5C,"#N/A",a0l1I000003e6sbQAA::QuoteCalculator,"#N/A","#N/A"
53b7db57-6ea6-40c3-a200-c357a7176990,USD,false,"#N/A",7073h00000bxopf,"#N/A",8001I000000qWlRQAU::QuoteCalculator,"#N/A","#N/A"
53bc4de3-97f9-44cb-8b56-8cfa57f93b15,USD,false,"#N/A",7073h00000bxpSb,"#N/A",8011I000003BY5zQAG::OrderCalculator,"#N/A","#N/A"
53ccd47c-9351-49bb-963f-00efd74ca6e2,USD,false,"#N/A",7073h00000bxorz,"#N/A",a0l1I00000COCmUQAX::QuoteCalculator,"#N/A","#N/A"
53cefa5c-9be9-40e9-a60c-8c4badbecd2a,USD,false,"#N/A",7073h00000bxpHF,"#N/A",a0l1I00000CQNoIQAX::QuoteCalculator,"#N/A","#N/A"
53e6703b-765e-4370-b9b6-32369016b87a,USD,false,"#N/A",7073h00000bxoPv,Completed,a0l1I00000A1edBQAR::QuoteCalculator,"#N/A","#N/A"
53f3377f-ff23-4cda-a474-9d0b00e0d187,USD,false,"#N/A",7073h00001KHS9Y,"#N/A",a0l3h000000vrZoAAI::QuoteCalculator,"#N/A","#N/A"
53f62556-8106-4d86-9650-111fa373ecdb,USD,false,"#N/A",7073h00000bxo3T,"#N/A",0061I00000FfmJwQAJ::QuoteCalculator,"#N/A","#N/A"
53f97395-4b42-44da-8499-ab7832cbcc6a,USD,false,"#N/A",7073h00000bxnrx,"#N/A",8001I000000Z8N7QAK::QuoteCalculator,"#N/A","#N/A"
53fd9200-d6bd-4e2e-a7ea-50783ddb9e4c,USD,false,"#N/A",7073h00000bxoc0,"#N/A",a0l1I00000A256HQAR::QuoteCalculator,"#N/A","#N/A"
54048d4d-79b9-4512-8a76-34042775afa4,USD,false,"#N/A",7073h00000bxnmP,"#N/A",8001I000000Z6PuQAK::QuoteCalculator,"#N/A","#N/A"
540a7738-ce43-49c4-bdb9-9b449780f5e5,USD,false,"#N/A",7073h00000bxpXP,"#N/A",8011I000003CU9DQAW::OrderCalculator,"#N/A","#N/A"
540b22de-a7d4-4610-bf51-e718d476a785,USD,false,"#N/A",7073h00000bxnRD,"#N/A",a0l1I0000098ZV0QAM::QuoteDocumentService,"#N/A","#N/A"
541098e6-5b1d-42f3-9c4f-e967127e78a3,USD,false,"#N/A",7073h00000bxpZd,"#N/A",8001I000000WgEKQA0::QuoteCalculator,"#N/A","#N/A"
541ac5df-db4c-4c69-a175-ea599ac2f93f,USD,false,"#N/A",7073h00001KHRiL,"#N/A",a0l3h000000vra6AAA::QuoteCalculator,"#N/A","#N/A"
5420ffe9-0c7d-430f-b449-abd762058a91,USD,false,"#N/A",7073h00000bxnvH,"#N/A",a0l1I000005VJ4mQAG::QuoteCalculator,"#N/A","#N/A"
5428d0ae-7b2b-448c-80c4-770b44dca31f,USD,false,"#N/A",7073h00001KHQYA,"#N/A",a0l3h000000vrUOAAY::QuoteCalculator,"#N/A","#N/A"
542e6b35-51dc-48d2-a5e2-7d0c5373fd2a,USD,false,"#N/A",7073h00000bxnYX,"#N/A",a0l1I00000A3FURQA3::QuoteDocumentService,"#N/A","#N/A"
542eec87-cd39-42f9-9c9c-a553a8f19c3f,USD,false,"#N/A",7073h00000bxpQ8,Completed,a0l1I00000CRI4vQAH::QuoteCalculator,"#N/A","#N/A"
5432ba5d-4a5b-4b98-9a33-b1690ef01bee,USD,false,"#N/A",7073h00000bxnX1,"#N/A",a0l1I00000A2O61QAF::QuoteDocumentService,"#N/A","#N/A"
5435d39b-4043-4735-9fa6-0be15bfefffa,USD,false,"#N/A",7073h00000bxozw,"#N/A",a0l1I00000COwiwQAD::QuoteCalculator,"#N/A","#N/A"
5437f4f3-1e7b-455f-b821-f943a54d40ec,USD,false,"#N/A",7073h00000bxoHN,Completed,a0l1I0000099YYZQA2::QuoteCalculator,"#N/A","#N/A"
